prix,vue.le,piec.,m2,ville,arrondissement,rue,titre,depuis,évol.,prix.m2
1 500 000€,05/12,5,100,paris,19eme ardsmnt,Parc des buttes-chaumont             ,"Appartement - 5 pièces, 100m2",03333 jours,,15000
1 501 000€,30/11,4,114,paris,5eme ardsmnt,NA,"Appartement - 4 pièces, 114m2",08686 jours,"-020,12-20.12%",13167
1 505 000€,23/11,3,82,paris,15eme ardsmnt,NA,"Appartement - 3 pièces, 82m2",01313 jours,,18354
1 505 000€,05/12,3,82,paris,15eme ardsmnt,NA,"Appartement - 3 pièces, 82m2",01111 jours,,18354
1 508 000€,21/11,7,166,paris,10eme ardsmnt,NA,"Appartement - 7 pièces, 166m2",08989 jours,,9085
1 508 000€,02/12,7,166,paris,10eme ardsmnt,NA,"Appartement - 7 pièces, 166m2",08989 jours,,9085
1 509 900€,03/12,4,99,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 99m2",03636 jours,,15252
1 517 000€,05/12,6,161,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 161m2",02929 jours,NA,9423
1 510 000€,29/11,4,116,paris,3eme ardsmnt,NA,"Appartement - 4 pièces, 116m2",191191 jours,NA,13018
1 517 000€,05/12,6,161,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 161m2",02929 jours,NA,9423
1 520 000€,27/11,5,40,paris,1er ardsmnt,Galerie véro-dodat                  ,"Appartement - 5 pièces, 40m2",05050 jours,,38000
1 520 000€,23/11,3,80,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 80m2",01313 jours,,19000
1 520 000€,05/12,6,117,paris,6eme ardsmnt,NA,"Appartement - 6 pièces, 117m2",02828 jours,,12992
1 520 000€,28/11,NA,146,paris,10eme ardsmnt,Saint-vincent de paul,"Appartement, 146m2",01010 jours,,10411
1 520 000€,29/11,5,146,paris,10eme ardsmnt,Saint-vincent de paul,"Appartement - 5 pièces, 146m2",0088 jours,,10411
1 520 000€,21/11,8,164,paris,20eme ardsmnt,Gambetta,"Appartement - 8 pièces, 164m2",06363 jours,,9269
1 520 000€,01/12,3,84,paris,16eme ardsmnt,NA,"Appartement - 3 pièces, 84m2",01919 jours,,18096
1 525 000€,27/11,4,110,paris,6eme ardsmnt,Place saint-andré des arts          ,"Appartement - 4 pièces, 110m2",08585 jours,"-014,57-14.57%",13864
1 525 000€,05/12,4,110,paris,6eme ardsmnt,NA,"Appartement - 4 pièces, 110m2",08585 jours,"-014,57-14.57%",13864
1 525 000€,01/12,3,85,paris,16eme ardsmnt,NA,"Appartement - 3 pièces, 85m2",160160 jours,,17942
1 525 000€,30/11,3,85,paris,16eme ardsmnt,Avenue victor hugo                   ,"Appartement - 3 pièces, 85m2",01010 jours,,17942
1 525 000€,01/12,3,112,paris,16eme ardsmnt,NA,"Appartement - 3 pièces, 112m2",06969 jours,,13617
1 525 000€,20/11,5,129,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 129m2",453453 jours,,11822
1 530 000€,23/11,3,90,paris,1er ardsmnt,Place colette                        ,"Appartement - 3 pièces, 90m2",06363 jours,NA,17000
1 530 000€,03/12,3,80,paris,4eme ardsmnt,NA,"Appartement - 3 pièces, 80m2",0088 jours,NA,19125
1 530 000€,30/11,6,130,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 130m2",04242 jours,NA,11770
1 530 000€,20/11,5,120,paris,16eme ardsmnt,Boulevard de beauséjour             ,"Appartement - 5 pièces, 120m2",01616 jours,NA,12750
1 537 000€,30/11,7,128,paris,16eme ardsmnt,Auteuil,"Appartement - 7 pièces, 128m2",238238 jours,NA,12008
1 540 000€,05/12,4,98,paris,3eme ardsmnt,Place des vosges                     ,"Appartement - 4 pièces, 98m2",07171 jours,-003.45-3.45%,15715
1 540 000€,29/11,4,98,paris,3eme ardsmnt,NA,"Appartement - 4 pièces, 98m2",07070 jours,"-003,45-3.45%",15715
1 540 000€,05/12,4,101,paris,3eme ardsmnt,Place des vosges                     ,"Appartement - 4 pièces, 101m2",162162 jours,"-008,88-8.88%",15248
1 540 000€,20/11,4,101,paris,3eme ardsmnt,Place des vosges                     ,"Appartement - 4 pièces, 101m2",162162 jours,"-008,88-8.88%",15248
1 540 000€,29/11,4,101,paris,3eme ardsmnt,NA,"Appartement - 4 pièces, 101m2",162162 jours,"-008,88-8.88%",15248
1 540 000€,05/12,4,109,paris,8eme ardsmnt,NA,"Appartement - 4 pièces, 109m2",08585 jours,"-002,53-2.53%",14129
1 540 000€,01/12,3,88,paris,16eme ardsmnt,NA,"Appartement - 3 pièces, 88m2",121121 jours,,17500
1 540 000€,01/12,3,88,paris,16eme ardsmnt,NA,"Appartement - 3 pièces, 88m2",04848 jours,,17500
1 540 000€,24/11,3,88,paris,16eme ardsmnt,Avenue victor hugo                   ,"Appartement - 3 pièces, 88m2",01919 jours,,17500
1 540 000€,27/11,4,85,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 85m2",0088 jours,,18118
1 540 000€,05/12,4,85,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 85m2",0066 jours,,18118
1 542 000€,27/11,4,97,paris,7eme ardsmnt,NA,"Appartement - 4 pièces, 97m2",04949 jours,,15897
1 543 000€,30/11,6,155,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 155m2",04848 jours,"-003,26-3.26%",9955
1 543 000€,21/11,6,155,paris,10eme ardsmnt,NA,"Appartement - 6 pièces, 155m2",05050 jours,"-003,26-3.26%",9955
1 543 000€,19/11,6,155,paris,10eme ardsmnt,NA,"Appartement - 6 pièces, 155m2",05353 jours,"-003,26-3.26%",9955
1 545 000€,20/11,5,117,paris,7eme ardsmnt,NA,"Appartement - 5 pièces, 117m2",195195 jours,"-008,58-8.58%",13206
1 545 000€,20/11,5,117,paris,7eme ardsmnt,NA,"Appartement - 5 pièces, 117m2",194194 jours,"-008,58-8.58%",13206
1 545 000€,01/12,5,135,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 135m2",09797 jours,"-002,83-2.83%",11445
1 545 000€,22/11,5,135,paris,16eme ardsmnt,Place victor hugo                    ,"Appartement - 5 pièces, 135m2",09696 jours,"-002,83-2.83%",11445
1 545 000€,04/12,6,140,paris,16eme ardsmnt,Quai louis blériot                  ,"Appartement - 6 pièces, 140m2",04848 jours,"-007,49-7.49%",11036
1 545 000€,04/12,6,145,paris,16eme ardsmnt,NA,"Appartement - 6 pièces, 145m2",0055 jours,,10656
1 545 000€,20/11,6,142,paris,17eme ardsmnt,Rue legendre                         ,"Appartement - 6 pièces, 142m2",01616 jours,,10881
1 549 000€,30/11,5,115,paris,7eme ardsmnt,Avenue de suffren                    ,"Appartement - 5 pièces, 115m2",201201 jours,,13470
1 549 000€,01/12,5,254,paris,10eme ardsmnt,NA,"Appartement - 5 pièces, 254m2",157157 jours,,6099
1 550 000€,26/11,4,135,paris,3eme ardsmnt,Rue de bretagne                      ,"Appartement - 4 pièces, 135m2",153153 jours,,11482
1 550 000€,20/11,4,135,paris,3eme ardsmnt,NA,"Appartement - 4 pièces, 135m2",08585 jours,,11482
1 550 000€,29/11,4,135,paris,3eme ardsmnt,NA,"Appartement - 4 pièces, 135m2",08484 jours,,11482
1 550 000€,04/12,3,82,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 82m2",192192 jours,"-003,13-3.13%",18903
1 550 000€,05/12,3,83,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 83m2",187187 jours,"-003,13-3.13%",18675
1 550 000€,04/12,3,83,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 83m2",166166 jours,,18675
1 550 000€,05/12,3,83,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 83m2",06565 jours,,18675
1 550 000€,29/11,3,60,paris,8eme ardsmnt,Avenue montaigne                     ,"Appartement - 3 pièces, 60m2",100 jours,,25834
1 550 000€,30/11,5,131,paris,9eme ardsmnt,NA,"Appartement - 5 pièces, 131m2",163163 jours,,11833
1 550 000€,30/11,6,180,paris,9eme ardsmnt,Boulevard poissonnière              ,"Appartement - 6 pièces, 180m2",01414 jours,,8612
1 550 000€,19/11,6,155,paris,10eme ardsmnt,NA,"Appartement - 6 pièces, 155m2",02323 jours,,10000
1 550 000€,22/11,6,155,paris,10eme ardsmnt,NA,"Appartement - 6 pièces, 155m2",01414 jours,,10000
1 550 000€,05/12,5,115,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 115m2",05050 jours,,13479
1 550 000€,05/12,5,119,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 119m2",0055 jours,,13026
1 550 000€,23/11,5,123,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 123m2",07777 jours,,12602
1 550 000€,23/11,5,134,paris,15eme ardsmnt,Place adolphe chérioux              ,"Appartement - 5 pièces, 134m2",08888 jours,"-005,2-5.20%",11568
1 550 000€,23/11,5,148,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 148m2",07575 jours,,10473
1 550 000€,01/12,4,120,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 120m2",04141 jours,,12917
1 550 000€,23/11,5,153,paris,16eme ardsmnt,Avenue victor hugo                   ,"Appartement - 5 pièces, 153m2",01616 jours,"-010,53-10.53%",10131
1 550 000€,30/11,5,120,paris,18eme ardsmnt,Rue des abbesses                     ,"Appartement - 5 pièces, 120m2",0066 jours,,12917
1 550 000€,05/12,5,120,paris,18eme ardsmnt,NA,"Appartement - 5 pièces, 120m2",0066 jours,,12917
1 550 000€,05/12,5,275,paris,19eme ardsmnt,NA,"Appartement - 5 pièces, 275m2",0088 jours,,5637
1 550 000€,04/12,5,275,paris,19eme ardsmnt,NA,"Appartement - 5 pièces, 275m2",01111 jours,,5637
1 550 000€,04/12,4,86,paris,16eme ardsmnt,Avenue marceau                       ,"Appartement - 4 pièces, 86m2",001hier,,18024
1 554 000€,20/11,4,125,paris,17eme ardsmnt,Avenue gourgaud                      ,"Appartement - 4 pièces, 125m2",04141 jours,,12432
1 555 000€,29/11,NA,108,paris,5eme ardsmnt,Saint victor,"Appartement, 108m2",01010 jours,,14399
1 555 000€,28/11,NA,108,paris,5eme ardsmnt,Place monge                          ,"Appartement, 108m2",01010 jours,,14399
1 555 000€,05/12,4,100,paris,5eme ardsmnt,NA,"Appartement - 4 pièces, 100m2",05555 jours,,15550
1 555 000€,01/12,4,101,paris,5eme ardsmnt,NA,"Appartement - 4 pièces, 101m2",05555 jours,,15397
1 555 000€,01/12,5,108,paris,5eme ardsmnt,NA,"Appartement - 5 pièces, 108m2",01313 jours,,14399
1 559 000€,03/12,2,74,paris,4eme ardsmnt,NA,"Appartement - 2 pièces, 74m2",154154 jours,,21068
1 560 000€,17/11,4,120,paris,4eme ardsmnt,Quai henri iv                        ,"Appartement - 4 pièces, 120m2",04747 jours,,13000
1 560 000€,29/11,NA,120,paris,4eme ardsmnt,NA,"Appartement, 120m2",01010 jours,,13000
1 560 000€,03/12,4,120,paris,4eme ardsmnt,Quai henri iv                        ,"Appartement - 4 pièces, 120m2",227227 jours,,13000
1 560 000€,03/12,4,120,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 120m2",179179 jours,,13000
1 560 000€,25/11,3,81,paris,8eme ardsmnt,NA,"Appartement - 3 pièces, 81m2",613613 jours,"-002,5-2.50%",19260
1 560 000€,30/11,5,120,paris,8eme ardsmnt,NA,"Appartement - 5 pièces, 120m2",02929 jours,,13000
1 560 000€,05/12,5,150,paris,14eme ardsmnt,Rue raymond losserand                ,"Appartement - 5 pièces, 150m2",04141 jours,,10400
1 560 000€,28/11,3,95,paris,16eme ardsmnt,Avenue foch                          ,"Appartement - 3 pièces, 95m2",177177 jours,"-009,09-9.09%",16422
1 560 000€,28/11,5,129,paris,16eme ardsmnt,Boulevard flandrin                   ,"Appartement - 5 pièces, 129m2",108108 jours,,12094
1 560 000€,27/11,5,129,paris,16eme ardsmnt,Boulevard flandrin                   ,"Appartement - 5 pièces, 129m2",0088 jours,,12094
1 560 000€,03/12,4,85,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 85m2",06767 jours,001.30(+1.30%),18353
1 560 000€,22/11,4,86,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 86m2",01414 jours,,18140
1 563 000€,01/12,2,82,paris,16eme ardsmnt,NA,"Appartement - 2 pièces, 82m2",07777 jours,,19061
1 565 000€,05/12,4,79,paris,6eme ardsmnt,NA,"Appartement - 4 pièces, 79m2",02929 jours,,19811
1 565 000€,21/11,5,102,paris,7eme ardsmnt,Avenue franco-russe                  ,"Appartement - 5 pièces, 102m2",02626 jours,,15344
1 565 000€,05/12,5,145,paris,8eme ardsmnt,NA,"Appartement - 5 pièces, 145m2",146146 jours,,10794
1 565 000€,05/12,5,145,paris,8eme ardsmnt,NA,"Appartement - 5 pièces, 145m2",06161 jours,,10794
1 565 000€,19/11,5,145,paris,8eme ardsmnt,NA,"Appartement - 5 pièces, 145m2",05757 jours,,10794
1 565 000€,03/12,5,145,paris,8eme ardsmnt,NA,"Appartement - 5 pièces, 145m2",0044 jours,,10794
1 565 000€,05/12,5,145,paris,8eme ardsmnt,NA,"Appartement - 5 pièces, 145m2",0044 jours,,10794
1 565 000€,05/12,5,147,paris,8eme ardsmnt,NA,"Appartement - 5 pièces, 147m2",02626 jours,,10647
1 565 000€,29/11,6,150,paris,8eme ardsmnt,NA,"Appartement - 6 pièces, 150m2",09191 jours,001.29(+1.29%),10434
1 570 000€,19/11,4,109,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 109m2",548548 jours,,14404
1 570 000€,05/12,5,98,paris,6eme ardsmnt,NA,"Appartement - 5 pièces, 98m2",05050 jours,,16021
1 570 000€,30/11,5,160,paris,9eme ardsmnt,NA,"Appartement - 5 pièces, 160m2",03737 jours,stable,9813
1 570 000€,29/11,5,106,paris,14eme ardsmnt,NA,"Appartement - 5 pièces, 106m2",03030 jours,,14812
1 570 000€,05/12,5,104,paris,18eme ardsmnt,Rue saint-vincent                    ,"Appartement - 5 pièces, 104m2",08282 jours,"-001,26-1.26%",15097
1 570 000€,05/12,2,131,paris,19eme ardsmnt,Rue de belleville                    ,"Appartement - 2 pièces, 131m2",0aujourd'hui,,11985
1 575 000€,05/12,3,69,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 69m2",0055 jours,,22827
1 575 000€,05/12,6,147,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 147m2",02727 jours,,10715
1 575 000€,05/12,6,147,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 147m2",001hier,,10715
1 575 000€,05/12,6,147,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 147m2",0aujourd'hui,,10715
1 575 000€,29/11,NA,115,paris,16eme ardsmnt,NA,"Appartement, 115m2",01010 jours,,13696
1 575 000€,29/11,5,131,paris,16eme ardsmnt,Rue du bouquet de longchamp          ,"Appartement - 5 pièces, 131m2",05757 jours,001.61(+1.61%),12023
1 575 000€,01/12,6,115,paris,16eme ardsmnt,NA,"Appartement - 6 pièces, 115m2",01515 jours,,13696
1 575 000€,03/12,6,160,paris,17eme ardsmnt,NA,"Appartement - 6 pièces, 160m2",125125 jours,,9844
1 575 000€,05/12,3,131,paris,19eme ardsmnt,Rue de belleville                    ,"Appartement - 3 pièces, 131m2",0aujourd'hui,,12023
1 575 000€,21/11,5,121,paris,20eme ardsmnt,NA,"Appartement - 5 pièces, 121m2",02727 jours,,13017
1 580 000€,19/11,3,107,paris,3eme ardsmnt,Rue saint-dominique                  ,"Appartement - 3 pièces, 107m2",05757 jours,075.56(+75.56%),14767
1 580 000€,29/11,5,130,paris,3eme ardsmnt,NA,"Appartement - 5 pièces, 130m2",02828 jours,,12154
1 580 000€,03/12,4,104,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 104m2",01111 jours,,15193
1 580 000€,01/12,4,84,paris,8eme ardsmnt,Avenue montaigne                     ,"Appartement - 4 pièces, 84m2",0044 jours,,18810
1 580 000€,05/12,5,160,paris,9eme ardsmnt,NA,"Appartement - 5 pièces, 160m2",0022 jours,,9875
1 580 000€,21/11,5,159,paris,10eme ardsmnt,NA,"Appartement - 5 pièces, 159m2",08484 jours,"-001,19-1.19%",9938
1 580 000€,17/11,NA,133,paris,16eme ardsmnt,Avenue mozart                        ,"Appartement, 133m2",06969 jours,,11880
1 580 000€,04/12,4,130,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 130m2",0055 jours,,12154
1 580 000€,01/12,5,133,paris,16eme ardsmnt,Avenue mozart                        ,"Appartement - 5 pièces, 133m2",155155 jours,"-004,24-4.24%",11880
1 580 000€,30/11,5,168,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 168m2",789789 jours,"-006,78-6.78%",9405
1 580 000€,01/12,5,162,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 162m2",376376 jours,,9754
1 585 000€,28/11,NA,87,paris,6eme ardsmnt,NA,"Appartement, 87m2",01010 jours,,18219
1 585 000€,05/12,3,87,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 87m2",125125 jours,,18219
1 585 000€,04/12,3,87,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 87m2",09191 jours,,18219
1 585 000€,04/12,3,94,paris,6eme ardsmnt,Jardin du luxembourg,"Appartement - 3 pièces, 94m2",04343 jours,,16862
1 585 000€,23/11,4,87,paris,6eme ardsmnt,NA,"Appartement - 4 pièces, 87m2",177177 jours,,18219
1 585 000€,05/12,5,112,paris,18eme ardsmnt,NA,"Appartement - 5 pièces, 112m2",08585 jours,"-011,94-11.94%",14152
1 590 000€,04/12,5,140,paris,16eme ardsmnt,Place des états-unis                ,"Appartement - 5 pièces, 140m2",0077 jours,,11358
1 590 000€,16/11,4,93,paris,7eme ardsmnt,NA,"Appartement - 4 pièces, 93m2",01919 jours,,17097
1 590 000€,29/11,2,60,paris,8eme ardsmnt,NA,"Appartement - 2 pièces, 60m2",183183 jours,,26500
1 590 000€,04/12,6,202,paris,11eme ardsmnt,NA,"Appartement - 6 pièces, 202m2",07070 jours,"-003,58-3.58%",7872
1 590 000€,05/12,6,183,paris,15eme ardsmnt,Rue balard                           ,"Appartement - 6 pièces, 183m2",0055 jours,,8689
1 590 000€,28/11,NA,155,paris,16eme ardsmnt,Rue marbeau                          ,"Appartement, 155m2",01010 jours,,10259
1 590 000€,03/12,4,60,paris,16eme ardsmnt,Avenue victor hugo                   ,"Appartement - 4 pièces, 60m2",01616 jours,,26500
1 590 000€,28/11,4,121,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 121m2",03636 jours,,13141
1 590 000€,04/12,5,100,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 100m2",0022 jours,,15900
1 590 000€,24/11,5,101,paris,16eme ardsmnt,Avenue raymond poincaré             ,"Appartement - 5 pièces, 101m2",204204 jours,,15743
1 590 000€,17/11,5,151,paris,16eme ardsmnt,Église d'auteuil,"Appartement - 5 pièces, 151m2",02323 jours,,10530
1 590 000€,01/12,5,152,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 152m2",05656 jours,,10461
1 590 000€,04/12,6,300,paris,16eme ardsmnt,NA,"Appartement - 6 pièces, 300m2",08282 jours,"-006,47-6.47%",5300
1 590 000€,22/11,4,90,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 90m2",01414 jours,,17667
1 590 000€,05/12,4,109,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 109m2",001hier,,14588
1 590 000€,01/12,7,145,paris,20eme ardsmnt,NA,"Appartement - 7 pièces, 145m2",146146 jours,,10966
1 595 000€,28/11,3,95,paris,16eme ardsmnt,Avenue foch                          ,"Appartement - 3 pièces, 95m2",180180 jours,"-015,61-15.61%",16790
1 595 000€,05/12,6,163,paris,19eme ardsmnt,Du combat,"Appartement - 6 pièces, 163m2",140140 jours,,9786
1 596 000€,05/12,5,107,paris,3eme ardsmnt,Rue villehardouin                    ,"Appartement - 5 pièces, 107m2",01818 jours,,14916
1 596 500€,04/12,6,177,paris,16eme ardsmnt,NA,"Appartement - 6 pièces, 177m2",07272 jours,"-010,81-10.81%",9020
1 599 000€,04/12,5,132,paris,14eme ardsmnt,Boulevard raspail                    ,"Appartement - 5 pièces, 132m2",01313 jours,,12114
1 599 000€,22/11,6,151,paris,17eme ardsmnt,NA,"Appartement - 6 pièces, 151m2",01919 jours,"-005,38-5.38%",10590
1 600 000€,27/11,2,67,paris,1er ardsmnt,Rue saint-honoré                    ,"Appartement - 2 pièces, 67m2",06363 jours,,23881
1 600 000€,03/12,4,124,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 124m2",02525 jours,,12904
1 600 000€,03/12,5,132,paris,4eme ardsmnt,Boulevard bourdon                    ,"Appartement - 5 pièces, 132m2",06363 jours,,12122
1 600 000€,03/12,4,67,paris,7eme ardsmnt,NA,"Appartement - 4 pièces, 67m2",07272 jours,"-005,88-5.88%",23881
1 600 000€,30/11,4,95,paris,7eme ardsmnt,Boulevard saint-germain              ,"Appartement - 4 pièces, 95m2",02121 jours,,16843
1 600 000€,03/12,4,95,paris,7eme ardsmnt,NA,"Appartement - 4 pièces, 95m2",02222 jours,,16843
1 600 000€,30/11,NA,125,paris,8eme ardsmnt,Saint-augustin,"Appartement, 125m2",04343 jours,,12800
1 600 000€,23/11,6,132,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 132m2",07070 jours,"-005,88-5.88%",12122
1 600 000€,05/12,5,208,paris,11eme ardsmnt,NA,"Appartement - 5 pièces, 208m2",173173 jours,"-003,03-3.03%",7693
1 600 000€,01/12,5,208,paris,11eme ardsmnt,NA,"Appartement - 5 pièces, 208m2",173173 jours,"-003,03-3.03%",7693
1 600 000€,01/12,1,140,paris,12eme ardsmnt,NA,"Appartement - studio, 140m2",0099 jours,,11429
1 610 000€,05/12,5,108,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 108m2",06161 jours,NA,14908
1 610 000€,04/12,7,143,paris,15eme ardsmnt,Square saint-lambert                 ,"Appartement - 7 pièces, 143m2",0022 jours,NA,11259
1 610 000€,05/12,7,143,paris,15eme ardsmnt,Square saint-lambert                 ,"Appartement - 7 pièces, 143m2",001hier,NA,11259
1 610 000€,30/11,6,179,paris,17eme ardsmnt,NA,"Appartement - 6 pièces, 179m2",03535 jours,NA,8995
1 615 000€,03/12,5,144,paris,10eme ardsmnt,NA,"Appartement - 5 pièces, 144m2",0022 jours,NA,11216
1 620 000€,05/12,4,130,paris,8eme ardsmnt,NA,"Appartement - 4 pièces, 130m2",001hier,,12462
1 620 000€,05/12,6,110,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 110m2",0aujourd'hui,,14728
1 620 000€,30/11,6,153,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 153m2",07171 jours,"-006,36-6.36%",10589
1 620 000€,05/12,6,153,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 153m2",0088 jours,,10589
1 620 000€,04/12,6,154,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 154m2",07272 jours,"-006,36-6.36%",10520
1 620 000€,04/12,6,154,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 154m2",0077 jours,,10520
